Suggested Negative,Triggered Keyword,Campaign,Ad Group,How It Matched,Impressions,Clicks,Cost,CPC,Keyword Regs,Reason
cleaning products,[cleaning buy],AU_Generic_P-V_Janitorial,Purchasing_Exact,Exact match (close variant),50,2,11.95,5.98,0,Close variant leakage on zero-reg keyword
desk mats,"""home office supplies""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),20,3,11.95,3.98,0,Close variant leakage on zero-reg keyword
pet food wholesale,"""bulk pet supplies""",AU_Generic_P-V_Shops,Bulk_Pet Shop_Phrase,Phrase match (close variant),3,2,11.92,5.96,0,Close variant leakage on zero-reg keyword
display stands,"""store fittings""",AU_Generic_P-V_Shops,Furniture_Phrase,Phrase match (close variant),30,2,11.91,5.96,0,Close variant leakage on zero-reg keyword
napkin wholesale,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),2,2,11.9,5.95,0,Close variant leakage on zero-reg keyword
stationery wholesalers australia,"""wholesale office""",AU_Generic_P-V_Office,Wholesale_Phrase,Phrase match (close variant),1,2,11.9,5.95,0,Close variant leakage on zero-reg keyword
napkin wholesale,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),2,2,11.9,5.95,0,Close variant leakage on zero-reg keyword
wholesale lindt chocolate,"""chocolate wholesalers""",AU_Generic_P-V_Food,Food_Wholesalers_Phrase,Phrase match,2,2,11.88,5.94,0,Review — low relevance signal
bulk envelopes australia,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),4,2,11.86,5.93,0,Close variant leakage on zero-reg keyword
bulk denim jacket,"""bulk coats""",AU_Generic_P-V_Apparel,Outerwear_Bulk_Phrase,Phrase match (close variant),2,2,11.86,5.93,0,Close variant leakage on zero-reg keyword
wholesale clothing vintage,"""wholesale casual""",AU_Generic_P-V_Apparel,Dresses_Wholesales_Phrase,Phrase match (close variant),3,2,11.84,5.92,0,Close variant leakage on zero-reg keyword
sir interchange mop,"""buy janitorial""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),1,2,11.84,5.92,0,Close variant leakage on zero-reg keyword
bulk confectionery,[sweet shop bulk],AU_Generic_P-V_Food,Sweets_Bulk_Exact,Exact match (close variant),37,2,11.83,5.92,0,Close variant leakage on zero-reg keyword
desktop organisers,"""home office products""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),2,2,11.82,5.91,0,Close variant leakage on zero-reg keyword
bulk fidgets,"""distributors toy""",AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,Phrase match (close variant),4,3,11.82,3.94,0,Close variant leakage on zero-reg keyword
industrial gutter vacuum for sale,"""professional vacuums""",AU_Generic_P-V_Janitorial,Floor-Care_Phrase,Phrase match (close variant),2,2,11.8,5.9,0,Close variant leakage on zero-reg keyword
cheapest bulk cooking oil suppliers australia,"""wholesale cooking ingredients""",AU_Generic_P-V_Food,Food_Wholesale_Phrase,Phrase match (close variant),5,3,11.79,3.93,0,Close variant leakage on zero-reg keyword
display shelving for retail stores australia,"""store fittings""",AU_Generic_P-V_Shops,Furniture_Phrase,Phrase match (close variant),11,3,11.79,3.93,0,Close variant leakage on zero-reg keyword
bulk disposable plates,"""bulk plates""",AU_Generic_P-V_Food,Plates_Bulk_Phrase,Phrase match,4,3,11.79,3.93,0,Review — low relevance signal
wholesale chocolate,[wholesale chocolate],AU_Generic_P-V_Food,Food_Wholesale_Exact,Exact match,26,4,11.78,2.95,0,Review — low relevance signal
office chairs,"""home office products""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),20,2,11.76,5.88,0,Close variant leakage on zero-reg keyword
hotel supplies,[hotel supplies],AU_Generic_P-V_Hospitality,Hospitality_Exact,Exact match,29,3,11.75,3.92,0,Review — low relevance signal
bulk chips,"""bulk goods""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),9,3,11.72,3.91,0,Close variant leakage on zero-reg keyword
240 l garbage bags,"""bulk bin bags""",AU_Generic_P-V_Janitorial,Waste_Bulk_Phrase,Phrase match (close variant),2,2,11.72,5.86,0,Close variant leakage on zero-reg keyword
buy in bulk wholesale,"""wholesale purchases""",AU_Generic,Wholesales_Buy_Phrase,Exact match (close variant),3,2,11.7,5.85,0,Close variant leakage on zero-reg keyword
wholesale bulk lollies australia,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),19,2,11.69,5.85,0,Close variant leakage on zero-reg keyword
party supplies,[party decorations products],AU_Generic_P-V_Celebrations,Party_Decorations_Exact,Exact match (close variant),11,2,11.68,5.84,0,Close variant leakage on zero-reg keyword
bulk kitchen supplies,"""bulk distributor""",AU_Generic,Bulk_Distributors_Phrase,Phrase match (close variant),3,2,11.68,5.84,0,Close variant leakage on zero-reg keyword
bulk blankets,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),5,2,11.67,5.84,0,Close variant leakage on zero-reg keyword
wholesale soft drink suppliers,"""wholesale drinks""",AU_Generic_P-V_Food,Food_Wholesale_Phrase,Phrase match,2,2,11.66,5.83,0,Review — low relevance signal
baked beans in bulk,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),2,2,11.66,5.83,0,Close variant leakage on zero-reg keyword
commercial vacuum,[professional vacuums],AU_Generic_P-V_Janitorial,Floor-Care_Exact,Exact match (close variant),35,2,11.66,5.83,0,Close variant leakage on zero-reg keyword
t shirt wholesale,"""t-shirts suppliers""",AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,Exact match (close variant),15,2,11.66,5.83,0,Close variant leakage on zero-reg keyword
socks manufacturer,"""socks suppliers""",AU_Generic_P-V_Apparel,Hosiery & Socks_Suppliers_Phrase,Phrase match (close variant),5,2,11.65,5.83,0,Close variant leakage on zero-reg keyword
bulk dog toys,"""bulk pet supplies""",AU_Generic_P-V_Shops,Bulk_Pet Shop_Phrase,Phrase match (close variant),14,2,11.63,5.82,0,Close variant leakage on zero-reg keyword
wholesale paper bags australia,"""bags distributors""",AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,Phrase match (close variant),15,2,11.6,5.8,0,Close variant leakage on zero-reg keyword
paper wholesalers,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),3,2,11.6,5.8,0,Close variant leakage on zero-reg keyword
paper wholesalers,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),3,2,11.6,5.8,0,Close variant leakage on zero-reg keyword
aprons bulk,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),3,2,11.58,5.79,0,Close variant leakage on zero-reg keyword
bulk tuna cans,"""bulk canned goods""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match (close variant),5,2,11.58,5.79,0,Close variant leakage on zero-reg keyword
wholesale linen clothing,"""wholesale casual""",AU_Generic_P-V_Apparel,Dresses_Wholesales_Phrase,Phrase match (close variant),4,2,11.57,5.79,0,Close variant leakage on zero-reg keyword
filing cabinets,"""home office products""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),6,3,11.55,3.85,0,Close variant leakage on zero-reg keyword
retail display stands australia,"""store fittings""",AU_Generic_P-V_Shops,Furniture_Phrase,Phrase match (close variant),16,2,11.55,5.78,0,Close variant leakage on zero-reg keyword
desk accessories,"""desk equipment""",AU_Generic_P-V_Office,Products_Phrase,Exact match (close variant),40,2,11.53,5.77,0,Close variant leakage on zero-reg keyword
document trays kmart,"""home office products""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),3,2,11.52,5.76,0,Close variant leakage on zero-reg keyword
wholesale towels australia,"""wholesaler au""",AU_Generic,Wholesalers_Phrase,Phrase match (close variant),4,2,11.52,5.76,0,Close variant leakage on zero-reg keyword
bulk baskets,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),4,2,11.52,5.76,0,Close variant leakage on zero-reg keyword
bulk buy nitrile gloves,"""bulk disposable gloves""",AU_Generic_P-V_Janitorial,Gloves_Bulk_Phrase,Phrase match (close variant),1,2,11.5,5.75,0,Close variant leakage on zero-reg keyword
wholesale drink,[wholesale drinks],AU_Generic_P-V_Food,Food_Wholesale_Exact,Exact match (close variant),2,2,11.49,5.75,0,Close variant leakage on zero-reg keyword
bulk toilet rolls 3 ply,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),3,2,11.48,5.74,0,Close variant leakage on zero-reg keyword
bulk toilet rolls 3 ply,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),3,2,11.48,5.74,0,Close variant leakage on zero-reg keyword
wholesale gym equipment,"""wholesale equipment""",AU_Generic,Wholesales_Products_Phrase,Phrase match,12,2,11.4,5.7,0,Review — low relevance signal
cardboard boxes bulk,"""bulk packaging""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),4,2,11.37,5.69,0,Close variant leakage on zero-reg keyword
how to buy chips in bulk,"""bulk snacks""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match (close variant),2,2,11.35,5.68,0,Close variant leakage on zero-reg keyword
cheap cleaning products,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match,28,3,11.35,3.78,0,Review — low relevance signal
amazon business prime,[amazon prime pro],AU_Brand_Exact,Prime_Exact,Exact match (close variant),43,14,11.31,0.81,0,Close variant leakage on zero-reg keyword
bulk dried beans,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),5,2,11.3,5.65,0,Close variant leakage on zero-reg keyword
small business wholesale suppliers australia,"""purchasing bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),8,2,11.3,5.65,0,Close variant leakage on zero-reg keyword
wholesale wool suppliers australia,"""wholesaler au""",AU_Generic,Wholesalers_Phrase,Phrase match (close variant),1,2,11.28,5.64,0,Close variant leakage on zero-reg keyword
professional window cleaning equipment australia,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),10,2,11.28,5.64,0,Close variant leakage on zero-reg keyword
sabco brilliant scrub,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),3,2,11.17,5.59,0,Close variant leakage on zero-reg keyword
tissue bulk buy,"""bulk goods""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),2,2,11.16,5.58,0,Close variant leakage on zero-reg keyword
bulk food delivery,"""bulk goods""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),10,2,11.16,5.58,0,Close variant leakage on zero-reg keyword
office floor mat,"""professional floor mats""",AU_Generic_P-V_Janitorial,Floor-Care_Phrase,Phrase match (close variant),2,2,11.15,5.58,0,Close variant leakage on zero-reg keyword
bulk t shirts,"""t-shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),9,3,11.15,3.72,0,Close variant leakage on zero-reg keyword
gym wear manufacturers,"""sportswear suppliers""",AU_Generic_P-V_Apparel,Sportware_Suppliers_Phrase,Phrase match (close variant),6,2,11.14,5.57,0,Close variant leakage on zero-reg keyword
plastic buckets wholesale,"""buy bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),1,2,11.12,5.56,0,Close variant leakage on zero-reg keyword
bulk pencils,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),7,2,11.12,5.56,0,Close variant leakage on zero-reg keyword
wholesale cutting boards australia,"""wholesale cutting boards""",AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Phrase,Phrase match,8,3,11.1,3.7,0,Review — low relevance signal
soft play wholesale,"""wholesalers toys""",AU_Generic_P-V_Shops,Toys Shop_Wholesale_Phrase,Phrase match (close variant),5,2,11.1,5.55,0,Close variant leakage on zero-reg keyword
wholesaler sydney,"""wholesale other""",AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,Phrase match (close variant),10,3,11.1,3.7,0,Close variant leakage on zero-reg keyword
enjo cleaning products australia,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match,1,2,11.0,5.5,0,Review — low relevance signal
dishwashing liquid kit supplier near me,"""cleaning distributors""",AU_Generic_P-V_Janitorial,Distributors_Phrase,Phrase match (close variant),4,2,10.98,5.49,0,Close variant leakage on zero-reg keyword
bulk lighters,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),27,2,10.98,5.49,0,Close variant leakage on zero-reg keyword
bulk hoodies,"""hoodies distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),7,2,10.97,5.49,0,Close variant leakage on zero-reg keyword
bulk flour 20kg,"""buy bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),8,2,10.97,5.49,0,Close variant leakage on zero-reg keyword
wax beads wholesale,"""bulk waxing""",AU_Generic_P-V_Beauty,Hair-Removal_Bulk_Phrase,Phrase match (close variant),1,2,10.96,5.48,0,Close variant leakage on zero-reg keyword
computer supply wholesale,"""wholesale equipment""",AU_Generic,Wholesales_Products_Phrase,Phrase match (close variant),1,2,10.94,5.47,0,Close variant leakage on zero-reg keyword
foxwood clothing wholesale,"""clothing bulk""",AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,Phrase match (close variant),5,2,10.92,5.46,0,Close variant leakage on zero-reg keyword
business cards australia,"""business cards online""",AU_Generic_P-V_Office,Office-Supplies_Phrase,Phrase match (close variant),17,2,10.88,5.44,0,Close variant leakage on zero-reg keyword
bulk buying,"""bulk for store""",AU_Generic_P-V_Shops,Generic_Bulk_Phrase,Phrase match (close variant),16,2,10.88,5.44,0,Close variant leakage on zero-reg keyword
desk organizer,"""desk equipment""",AU_Generic_P-V_Office,Products_Phrase,Phrase match (close variant),30,3,10.87,3.62,0,Close variant leakage on zero-reg keyword
bulk toilet paper,[bulk toilet paper],AU_Generic_P-V_Janitorial,Paper_Bulk,Exact match,74,2,10.87,5.44,0,Review — low relevance signal
bulk toilet paper,[bulk toilet paper],AU_Generic_P-V_Janitorial,Paper_Bulk,Exact match,74,2,10.87,5.44,0,Review — low relevance signal
taki bulk,"""bulk snacks""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match (close variant),2,2,10.86,5.43,0,Close variant leakage on zero-reg keyword
alibaba suppliers,"""suppliers purchases""",AU_Generic,Suppliers_Products_Phrase,Phrase match (close variant),2,2,10.86,5.43,0,Close variant leakage on zero-reg keyword
heavy duty office chair,"""office furniture""",AU_Generic_P-V_Office,Furniture_Phrase,Phrase match (close variant),4,3,10.84,3.61,0,Close variant leakage on zero-reg keyword
cheap bulk toilet paper,"""toilet tissue distributor""",AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,Phrase match (close variant),6,2,10.84,5.42,0,Close variant leakage on zero-reg keyword
reselling suppliers,"""other suppliers""",AU_Generic_P-V_Apparel,Hosiery & Socks_Suppliers_Phrase,Phrase match (close variant),9,2,10.84,5.42,0,Close variant leakage on zero-reg keyword
hospitality furniture,[hospitality furniture],AU_Generic_P-V_Hospitality,Furniture_Exact,Exact match,46,2,10.81,5.41,0,Review — low relevance signal
flour bulk,"""bulk baking supplies""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match (close variant),3,3,10.78,3.59,0,Close variant leakage on zero-reg keyword
cheap bulk buys australia,"""bulk for store""",AU_Generic_P-V_Shops,Generic_Bulk_Phrase,Phrase match (close variant),3,2,10.76,5.38,0,Close variant leakage on zero-reg keyword
siqura hospital grade disinfectant,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),4,3,10.76,3.59,0,Close variant leakage on zero-reg keyword
buy bulk toilet paper australia,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),5,2,10.76,5.38,0,Close variant leakage on zero-reg keyword
herman miller chair,"""office furniture""",AU_Generic_P-V_Office,Furniture_Phrase,Phrase match (close variant),21,4,10.76,2.69,0,Close variant leakage on zero-reg keyword
hotel suppliers,"""hotel accessories""",AU_Generic_P-V_Hospitality,Products_Phrase,Phrase match (close variant),2,2,10.76,5.38,0,Close variant leakage on zero-reg keyword
buy bulk toilet paper australia,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),5,2,10.76,5.38,0,Close variant leakage on zero-reg keyword
catering supplies,"""commercial kitchen supplies""",AU_Generic_P-V_Food,Food_Suppliers_Phrase,Phrase match (close variant),18,2,10.75,5.38,0,Close variant leakage on zero-reg keyword
bulk buy flip flops,"""purchasing in bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),2,2,10.74,5.37,0,Close variant leakage on zero-reg keyword
home cleaning products,[cleaning products],AU_Generic_P-V_Janitorial,Products_Exact,Exact match (close variant),6,2,10.72,5.36,0,Close variant leakage on zero-reg keyword
cadbury chocolate in bulk,"""bulk chocolate""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match,2,3,10.7,3.57,0,Review — low relevance signal
airpods supplier china,"""earphones distributor""",AU_Generic_P-V_Electronics,Headphones_Distributor_Phrase,Phrase match (close variant),1,2,10.7,5.35,0,Close variant leakage on zero-reg keyword
wholesale easter chocolate,"""chocolate wholesalers""",AU_Generic_P-V_Food,Food_Wholesalers_Phrase,Phrase match,5,2,10.7,5.35,0,Review — low relevance signal
office cabinet,"""office supplies""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),17,4,10.69,2.67,0,Close variant leakage on zero-reg keyword
plastic chairs bulk,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),4,2,10.69,5.35,0,Close variant leakage on zero-reg keyword
wholesale chocolate chips,"""chocolate wholesalers""",AU_Generic_P-V_Food,Food_Wholesalers_Phrase,Phrase match,5,2,10.68,5.34,0,Review — low relevance signal
plain tote bags bulk,"""tote bags distributors""",AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,Phrase match (close variant),5,2,10.67,5.34,0,Close variant leakage on zero-reg keyword
wholesale bulk clothing suppliers,[clothing bulk],AU_Generic_P-V_Shops,Clothing_Bulk_Exact,Exact match (close variant),15,2,10.65,5.33,0,Close variant leakage on zero-reg keyword
wet wipes bulk,"""bulk wipes""",AU_Generic_P-V_Janitorial,Tools_Bulk_Phrase,Exact match (close variant),6,2,10.65,5.33,0,Close variant leakage on zero-reg keyword
bulk toilet paper australia,"""toilet tissue distributor""",AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,Phrase match (close variant),18,2,10.6,5.3,0,Close variant leakage on zero-reg keyword
wholesalers in melbourne,"""wholesale purchases""",AU_Generic,Wholesales_Buy_Phrase,Phrase match (close variant),1,2,10.6,5.3,0,Close variant leakage on zero-reg keyword
disposable dust mop,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),21,2,10.59,5.3,0,Close variant leakage on zero-reg keyword
zep cleaning products,"""buy janitorial""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),5,2,10.58,5.29,0,Close variant leakage on zero-reg keyword
buy chocolate in bulk,[bulk boxed chocolate],AU_Generic_P-V_Food,Food_Bulk_Exact,Exact match (close variant),9,3,10.58,3.53,0,Close variant leakage on zero-reg keyword
wholesale hair extensions australia,"""wholesale hair extension""",AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,Phrase match,18,2,10.58,5.29,0,Review — low relevance signal
buy in bulk,[buy bulk],AU_Generic,Bulk_Buy_Exact,Exact match (close variant),8,2,10.57,5.29,0,Close variant leakage on zero-reg keyword
cleaning business starter kit,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),10,2,10.56,5.28,0,Close variant leakage on zero-reg keyword
blyss mop soap,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),19,2,10.55,5.28,0,Close variant leakage on zero-reg keyword
clipboards bulk,"""bulk accessories""",AU_Generic_P-V_Shops,Accessories_Bulk_Phrase,Phrase match (close variant),3,2,10.51,5.26,0,Close variant leakage on zero-reg keyword
booktopia wholesale,"""books wholesalers""",AU_Generic_P-V_Shops,Wholesalers_Books Shop_Phrase,Phrase match (close variant),6,2,10.51,5.26,0,Close variant leakage on zero-reg keyword
bulk gum,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),5,2,10.5,5.25,0,Close variant leakage on zero-reg keyword
bulk canned foods,[canned food wholesale],AU_Generic_P-V_Food,Wholesales_Food_Exact,Exact match (close variant),3,2,10.5,5.25,0,Close variant leakage on zero-reg keyword
wholesale bakery supplies,"""wholesale cooking ingredients""",AU_Generic_P-V_Food,Food_Wholesale_Phrase,Phrase match (close variant),4,2,10.48,5.24,0,Close variant leakage on zero-reg keyword
industrial carpet cleaning solution,"""industrial cleaning products""",AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,Phrase match (close variant),1,2,10.46,5.23,0,Close variant leakage on zero-reg keyword
bulk plastic cups,"""buy bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),5,2,10.45,5.23,0,Close variant leakage on zero-reg keyword
food wholesalers,[food wholesale market],AU_Generic_P-V_Food,Wholesales_Food_Exact,Exact match (close variant),12,3,10.43,3.48,0,Close variant leakage on zero-reg keyword
buy bulk toilet paper,"""wholesale toilet paper""",AU_Generic_P-V_Janitorial,Paper_Wholesale_Phrase,Exact match (close variant),11,2,10.42,5.21,0,Close variant leakage on zero-reg keyword
metal business cards,"""business cards online""",AU_Generic_P-V_Office,Office-Supplies_Phrase,Phrase match (close variant),19,2,10.42,5.21,0,Close variant leakage on zero-reg keyword
commercial kitchen equipment,"""commercial kitchen supplies""",AU_Generic_P-V_Food,Food_Suppliers_Phrase,Exact match (close variant),10,2,10.4,5.2,0,Close variant leakage on zero-reg keyword
gift boxes wholesale,"""gift wholesaler""",AU_Generic_P-V_Shops,Wholesalers_Gifts_Phrase,Phrase match (close variant),13,2,10.39,5.2,0,Close variant leakage on zero-reg keyword
tork heavy duty cleaning cloth,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),9,2,10.37,5.19,0,Close variant leakage on zero-reg keyword
bulk pet food suppliers,"""pet supplies distributors""",AU_Generic_P-V_Shops,Pet Shop_Distributors_Phrase,Phrase match (close variant),2,2,10.37,5.19,0,Close variant leakage on zero-reg keyword
food storage containers bulk,"""buy bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),1,2,10.36,5.18,0,Close variant leakage on zero-reg keyword
wholesaler in australia,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),1,2,10.34,5.17,0,Close variant leakage on zero-reg keyword
wholesale groceries,[wholesale foodstuffs],AU_Generic_P-V_Food,Wholesales_Food_Exact,Exact match (close variant),20,3,10.34,3.45,0,Close variant leakage on zero-reg keyword
wholesale suppliers,"""wholesale other""",AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,Phrase match (close variant),9,2,10.33,5.17,0,Close variant leakage on zero-reg keyword
business merchandise,[company items],AU_Generic,Enterprises_Products_Exact,Exact match (close variant),18,2,10.32,5.16,0,Close variant leakage on zero-reg keyword
natural soap bulk,"""bulk soap""",AU_Generic_P-V_Janitorial,Soap_Bulk_Phrase,Phrase match,5,3,10.3,3.43,0,Review — low relevance signal
bulk cadbury chocolate,[bulk buy cadbury chocolate],AU_Generic_P-V_Food,Sweets_Bulk_Exact,Exact match (close variant),3,2,10.28,5.14,0,Close variant leakage on zero-reg keyword
disinfectant,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),11,2,10.28,5.14,0,Close variant leakage on zero-reg keyword
buying shea butter in bulk,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),1,2,10.24,5.12,0,Close variant leakage on zero-reg keyword
cheapest bottled water in bulk,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),4,2,10.23,5.12,0,Close variant leakage on zero-reg keyword
wholesale stores near me,"""buy bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),3,2,10.22,5.11,0,Close variant leakage on zero-reg keyword
wholesale greeting cards,"""buy bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),5,2,10.22,5.11,0,Close variant leakage on zero-reg keyword
buy business australia,"""company purchasing""",AU_Generic,Purchasing_Enterprises_Phrase,Phrase match (close variant),5,2,10.22,5.11,0,Close variant leakage on zero-reg keyword
filing cabinet,"""office equipment""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),30,4,10.2,2.55,0,Close variant leakage on zero-reg keyword
dishwasher tablets bulk cheap,"""bulk cleaning""",AU_Generic_P-V_Janitorial,Products_Bulk_Phrase,Phrase match (close variant),15,2,10.18,5.09,0,Close variant leakage on zero-reg keyword
book suppliers,[book wholesalers],AU_Generic_P-V_Shops,Wholesalers_Books Shop,Exact match (close variant),3,2,10.17,5.09,0,Close variant leakage on zero-reg keyword
viraclean hospital grade disinfectant,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),13,3,10.17,3.39,0,Close variant leakage on zero-reg keyword
easter eggs bulk,[easter egg bulk buy],AU_Generic_P-V_Food,Sweets_Bulk_Exact,Exact match (close variant),35,2,10.14,5.07,0,Close variant leakage on zero-reg keyword
release cleaner australia,"""cleaning buy""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),14,3,10.13,3.38,0,Close variant leakage on zero-reg keyword
commercial cleaning supplies wollongong,"""buy janitorial""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),1,2,10.12,5.06,0,Close variant leakage on zero-reg keyword
bulk redbull,"""bulk beverages""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match (close variant),12,4,10.12,2.53,0,Close variant leakage on zero-reg keyword
cleaning wipes roll,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),1,2,10.12,5.06,0,Close variant leakage on zero-reg keyword
commercial cleaning mop,[professional mops],AU_Generic_P-V_Janitorial,Floor-Care_Exact,Exact match (close variant),3,2,10.11,5.06,0,Close variant leakage on zero-reg keyword
wholesale suppliers for small business,"""wholesale other""",AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,Phrase match (close variant),16,2,10.08,5.04,0,Close variant leakage on zero-reg keyword
food wholesalers,"""bulk distributor""",AU_Generic,Bulk_Distributors_Phrase,Phrase match (close variant),5,2,10.06,5.03,0,Close variant leakage on zero-reg keyword
office desks 1200 x 600,"""home office products""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),1,2,10.06,5.03,0,Close variant leakage on zero-reg keyword
industrial kitchen equipment,"""equipment for businesses""",AU_Generic,Enterprises_Products_Phrase,Phrase match (close variant),2,2,10.04,5.02,0,Close variant leakage on zero-reg keyword
buy bulk drinks,[drinks wholesale market],AU_Generic_P-V_Food,Wholesales_Food_Exact,Exact match (close variant),2,2,10.02,5.01,0,Close variant leakage on zero-reg keyword
bulk food storage containers,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),18,2,9.97,4.99,0,Close variant leakage on zero-reg keyword
business cards,[business cards],AU_Generic_P-V_Office,Office-Supplies_Exact,Exact match,30,2,9.97,4.99,0,"Consumer product search, not B2B procurement"
method cleaning products australia,"""cleaning buy""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),6,2,9.96,4.98,0,Close variant leakage on zero-reg keyword
